EVENT_TYPE,TIMESTAMP,REQUEST_ID,ORGANIZATION_ID,USER_ID,RUN_TIME,CPU_TIME,URI,SESSION_KEY,LOGIN_KEY,REQUEST_STATUS,DB_TOTAL_TIME,ENTITY_NAME,DISPLAY_TYPE,RENDERING_TYPE,REPORT_ID,ROW_COUNT,NUMBER_EXCEPTION_FILTERS,NUMBER_COLUMNS,AVERAGE_ROW_SIZE,SORT,DB_BLOCKS,DB_CPU_TIME,NUMBER_BUCKETS,TIMESTAMP_DERIVED,USER_ID_DERIVED,CLIENT_IP,URI_ID_DERIVED,REPORT_ID_DERIVED
Report,20170909074654,45bEAVeUli2LWk24zojnO-,00D58000000KUZ96,00558000000oE5a,266.25,213,,sample272,sample272,F,41.8474,Opportunity,D,X,00O30000007cLX2,320,0,12,66,,12141,170.4,0,2016-09-13T10:01:27.000Z,005B0000002F9p8IAC,98.11.196.107,,00O30000007cLX2EAM
Report,20170909074653,45rDAUiKjb5JIj09aogyV-,00D58000000KUZ97,00558000000oE5a,251.25,201,,sample273,sample273,R,162.6894,Account,S,W,00O30000007cgkM,218,0,9,66,,23026,160.8,0,2016-09-09T16:13:21.000Z,005B0000002F9pJIAS,19.86.62.216,,00O30000007cgkMEAQ
Report,20170906063549,45yTUDwRcj7IEg26msrxO-,00D58000000KUZ97,00558000000oE5a,871.1503333,454,,sample274,sample274,R,696.9202667,Account,D,X,00O30000007chPF,498,0,14,116,,23996,363.2,0,2016-09-12T18:25:13.000Z,005B0000002F9pLIAS,241.86.244.138,,00O30000007chPFEAY
Report,20170921173381,45qIABsYen0UJc33keloE-,00D58000000KUZ97,00558000000oE5a,643.8926667,322,,sample275,sample275,R,515.1141333,Opportunity,H,W,00O30000007cPq3,164,0,1,67,,11936,257.6,0,2016-09-05T19:08:59.000Z,005B0000002F9rOIAS,26.55.149.100,,00O30000007cPq3EAE
Report,20170909074654,45yGACdPky5KMa51ixetC-,00D58000000KUZ98,00558000000oE5a,113.75,91,,sample276,sample276,F,72.41173333,Account,S,X,00O30000007crP0,438,0,3,67,,5065,72.8,0,2016-09-13T16:09:55.000Z,005B0000002F9o8IAC,190.148.80.54,,00O30000007crP0EAI
Report,20170906063550,45xHRSiHmn7UOe83jvdfY-,00D58000000KUZ98,00558000000oE5a,26.25,21,,sample277,sample277,R,7.091,Account,D,X,00O30000007cazQ,111,0,5,117,,23337,16.8,0,2016-09-07T13:37:13.000Z,005B0000002F9oAIAS,136.39.111.159,,00O30000007cazQEAQ
Report,20170921173382,45jKHLiFxp7ESj03qdfsZ-,00D58000000KUZ98,00558000000oE5a,941.259,484,,sample278,sample278,R,753.0072,Opportunity,D,W,00O30000007cilb,444,0,19,68,,19346,387.2,0,2016-09-12T07:49:54.000Z,005B0000002F9o9IAC,114.16.195.165,,00O30000007cilbEAA
Report,20170909074655,45dBPObIcl2BQe30uctrL-,00D58000000KUZ99,00558000000oE5a,433.6728333,269,,sample279,sample279,S,346.9382667,Account,S,W,00O30000007cikd,447,0,11,68,,10585,215.2,0,2016-09-08T09:52:04.000Z,005B0000002F9obIAC,14.239.255.151,,00O30000007cikdEAA
Report,20170909074654,45pLMFnQhy6DPv56mnswL-,00D58000000KUZ99,00558000000oE5a,180,144,,sample280,sample280,R,101.616,Account,H,X,00O30000007cisr,328,0,2,118,,19549,115.2,0,2016-09-13T22:49:34.000Z,005B0000002F9p8IAC,31.74.30.80,,00O30000007cisrEAA
Report,20170906063550,45qFNHvIvl9KFn93tsolJ-,00D58000000KUZ99,00558000000oE5a,488.725,300,,sample281,sample281,R,390.98,Opportunity,H,X,00O30000007cmtF,306,0,10,69,,19739,240,0,2016-09-09T21:08:29.000Z,005B0000002F9o4IAC,14.26.184.106,,00O30000007cmtFEAQ
Report,20170921173382,45mNJGiBfw0ULp39wcbtZ-,00D58000000KUZ100,00558000000oE5a,215.4840833,131,,sample282,sample282,R,172.3872667,Account,D,X,00O30000007cr9M,229,0,3,69,,21336,104.8,0,2016-09-15T13:50:44.000Z,005B0000002F9pxIAC,110.40.15.18,,00O30000007cr9MEAQ
Report,20170909074655,45tJRIkKou7SWh91uchrE-,00D58000000KUZ100,00558000000oE5a,474.726,267,,sample283,sample283,,379.7808,Account,S,X,00O30000007cl8m,440,0,10,119,,8856,213.6,0,2016-09-13T14:38:00.000Z,005B0000002F9rOIAS,89.158.45.195,,00O30000007cl8mEAA
Report,20170906063551,45sQBKlTdv3CFg77dlezI-,00D58000000KUZ100,00558000000oE5a,127.5,102,,sample284,sample284,,60.2208,Opportunity,S,W,00O30000007cTb2,227,0,16,70,,10585,81.6,0,2016-10-03T08:17:14.000Z,005B0000002F9o7IAC,39.124.13.13,,00O30000007cTb2EAE
Report,20170921173383,45jRVQbYwe1WEc40bmjoY-,00D58000000KUZ101,00558000000oE5a,148.75,119,,sample285,sample285,,83.97433333,Account,S,X,00O30000007cTaT,101,0,15,65,,22934,95.2,0,2016-09-27T10:59:11.000Z,005B0000002F9oZIAS,14.239.255.151,,00O30000007cTaTEAU
Report,20170909074656,45wDOHxVvg3IBy81utkjV-,00D58000000KUZ101,00558000000oE5a,890.6036667,466,,sample286,sample286,F,712.4829333,Account,H,W,00O30000007cf8b,271,0,5,65,,16495,372.8,0,2016-09-20T05:25:43.000Z,005B0000002F9q6IAC,77.61.187.26,,00O30000007cf8bEAA
Report,20170909074655,45dMFJvCeh9IWp05vhodA-,00D58000000KUZ101,00558000000oE5a,285.9133333,208,,sample287,sample287,S,228.7306667,Opportunity,D,W,00O30000007cLpk,100,0,17,115,,23685,166.4,0,2016-09-29T19:49:28.000Z,005B0000002F9oEIAS,23.10.236.110,,00O30000007cLpkEAE
Report,20170906063551,45aEAIoAdq0YLj82ifbhB-,00D58000000KUZ102,00558000000oE5a,230.92875,117,,sample288,sample288,R,184.743,Account,D,W,00O30000007cjr6,492,0,19,66,,18497,93.6,0,2016-09-22T22:02:08.000Z,005B0000002F9pxIAC,161.175.38.129,,00O30000007cjr6EAA
Report,20170921173383,45iAOIpRfq8CZi56ycpfW-,00D58000000KUZ102,00558000000oE5a,391.5198333,254,,sample289,sample289,S,313.2158667,Account,H,X,00O30000007cbiV,317,0,16,66,,16617,203.2,0,2016-09-19T14:28:03.000Z,005B0000002F9rBIAS,110.40.15.18,,00O30000007cbiVEAQ
Report,20170909074656,45hXDMbOyr3FMr24mnlvW-,00D58000000KUZ102,00558000000oE5a,148.16825,107,,sample290,sample290,F,118.5346,Opportunity,H,W,00O30000007cbo9,128,0,5,116,,22645,85.6,0,2016-09-26T16:41:39.000Z,005B0000002F9oQIAS,171.112.254.201,,00O30000007cbo9EAA
Report,20170906063552,45fRVYaBot8HNa83afpoY-,00D58000000KUZ103,00558000000oE5a,609.5279167,323,,sample291,sample291,S,487.6223333,Account,S,W,00O30000007cOad,498,0,17,67,,21653,258.4,0,2016-09-06T10:12:51.000Z,005B0000002F9qUIAS,66.43.188.86,,00O30000007cOadEAE
Report,20170921173384,45vAHXlUxd1ABd27ydcfH-,00D58000000KUZ103,00558000000oE5a,795.74775,441,,sample292,sample292,S,636.5982,Account,D,W,00O30000007cNKo,359,0,18,67,,13615,352.8,0,2016-09-30T12:28:08.000Z,005B0000002F9oZIAS,66.43.188.86,,00O30000007cNKoEAM
Report,20170909074657,45kPVLwNvg5OJy67ckjxX-,00D58000000KUZ103,00558000000oE5a,432.5,346,,sample293,sample293,F,314.0526667,Opportunity,H,X,00O30000007cTbC,407,0,10,117,,1588,276.8,0,2016-09-08T04:11:43.000Z,005B0000002F9pBIAS,19.86.62.216,,00O30000007cTbCEAU
Report,20170909074656,45lPOQtJri2HJk45ugfdS-,00D58000000KUZ104,00558000000oE5a,555,444,,sample294,sample294,S,47.0048,Account,S,X,00O30000007cbiz,138,0,12,68,,3698,355.2,0,2016-09-08T14:55:44.000Z,005B0000002F9o1IAC,191.171.101.39,,00O30000007cbizEAA
Report,20170906063552,45eKRLvKth7ZWr07nqihQ-,00D58000000KUZ104,00558000000oE5a,525,420,,sample295,sample295,,103.544,Account,H,X,00O30000007chQh,196,0,19,68,,8195,336,0,2016-09-30T11:23:47.000Z,005B0000002F9o1IAC,113.155.207.220,,00O30000007chQhEAI
Report,20170921173384,45uLRZuVcl3ZIt28btwqO-,00D58000000KUZ104,00558000000oE5a,416.25,333,,sample296,sample296,S,181.929,Opportunity,S,X,00O30000007cTax,464,0,7,118,,19493,266.4,0,2016-09-30T00:35:15.000Z,005B0000002F9o8IAC,215.92.91.238,,00O30000007cTaxEAE
Report,20170909074657,45kWXLtPby0FVr55ackuV-,00D58000000KUZ105,00558000000oE5a,160.81725,99,,sample297,sample297,R,128.6538,Account,S,W,00O30000007cjFl,18,0,15,69,,11771,79.2,0,2016-09-12T00:37:22.000Z,005B0000002F9oFIAS,66.43.188.86,,00O30000007cjFlEAI
Report,20170906063553,45wAHMoMhb3QZv37knzmJ-,00D58000000KUZ105,00558000000oE5a,225,180,,sample298,sample298,R,141.252,Account,D,W,00O30000007cis3,177,0,15,69,,1897,144,0,2016-09-13T11:09:10.000Z,005B0000002F9oFIAS,174.212.125.48,,00O30000007cis3EAA
Report,20170921173385,45eAZOkGtk5KMg91xujsQ-,00D58000000KUZ105,00558000000oE5a,190,152,,sample299,sample299,S,19.22293333,Opportunity,H,X,00O30000007cf3M,344,0,14,119,,1273,121.6,0,2016-09-13T07:26:03.000Z,005B0000002F9pxIAC,48.158.65.136,,00O30000007cf3MEAQ
Report,20170909074658,45hTKYyHmb4URe52xhcmO-,00D58000000KUZ106,00558000000oE5a,37.5,30,,sample300,sample300,F,2.546,Account,D,W,00O30000007ce0q,381,0,19,70,,21308,24,0,2016-09-06T05:08:12.000Z,005B0000002F9o1IAC,48.158.65.136,,00O30000007ce0qEAA
Report,20170909074657,45yJHIhUiz7ZEi63hsfyL-,00D58000000KUZ106,00558000000oE5a,426.16,240,,sample301,sample301,R,340.928,Account,H,X,00O30000007cNCu,237,0,6,70,,14395,192,0,2016-10-03T21:29:24.000Z,005B0000002F9pWIAS,31.74.30.80,,00O30000007cNCuEAM
Report,20170906063553,45cBFPuVra4SNg38ljdgI-,00D58000000KUZ106,00558000000oE5a,457.5,366,,sample302,sample302,R,351.238,Opportunity,H,W,00O30000007cl6R,247,0,11,120,,21889,292.8,0,2016-09-07T05:40:24.000Z,005B0000002F9pXIAS,202.217.102.229,,00O30000007cl6REAQ
Report,20170921173385,45bQXRcVis2VIl26hpxoX-,00D58000000KUZ107,00558000000oE5a,171.4638333,94,,sample303,sample303,R,137.1710667,Account,H,W,00O30000007cNF5,435,0,12,71,,18286,75.2,0,2016-09-21T02:54:09.000Z,005B0000002F9pXIAS,51.22.122.210,,00O30000007cNF5EAM
Report,20170909074658,45hSYMaVna7ZHj81igkaL-,00D58000000KUZ107,00558000000oE5a,480.0075,315,,sample304,sample304,S,384.006,Account,H,W,00O30000007d01l,404,0,18,66,,3531,252,0,2016-09-06T06:48:27.000Z,005B0000002F9rOIAS,189.140.66.3,,00O30000007d01lEAA
Report,20170906063554,45mDUPnMxo9BZc34tnlsN-,00D58000000KUZ107,00558000000oE5a,588.75,471,,sample305,sample305,F,110.8734,Opportunity,S,X,00O30000007csIo,12,0,2,66,,13922,376.8,0,2016-09-26T14:22:20.000Z,005B0000002F9oEIAS,215.203.255.119,,00O30000007csIoEAI
Report,20170921173386,45xDVRxCxa9ZDj60frjaO-,00D58000000KUZ108,00558000000oE5a,476.25,381,,sample306,sample306,R,353.6188,Account,D,W,00O30000008Ewoc,144,0,20,116,,18422,304.8,0,2016-09-30T14:11:03.000Z,005B0000002F9oXIAS,34.3.159.189,,00O30000008EwocEAC
Report,20170909074659,45lBVMmNml5EFs38ywiqO-,00D58000000KUZ108,00558000000oE5a,56.80116667,37,,sample307,sample307,F,45.44093333,Account,H,X,00O30000007d7mj,158,0,17,67,,11194,29.6,0,2016-09-08T20:29:43.000Z,005B0000002F9rBIAS,64.7.227.142,,00O30000007d7mjEAA
Report,20170909074658,45uHBPwRce8ZFy16egdnW-,00D58000000KUZ108,00558000000oE5a,568.75,455,,sample308,sample308,F,339.5513333,Opportunity,S,X,00O30000008W1jr,181,0,1,67,,12467,364,0,2016-09-07T23:03:58.000Z,005B0000002F9pJIAS,19.86.62.216,,00O30000008W1jrEAC
Report,20170906063554,45xMRTtBks6RUg12shqnF-,00D58000000KUZ109,00558000000oE5a,382.5,306,,sample309,sample309,S,254.3268,Account,D,W,00O30000007cvkb,213,0,18,117,,19325,244.8,0,2016-09-29T13:53:48.000Z,005B0000002F9o2IAC,66.43.188.86,,00O30000007cvkbEAA
Report,20170921173386,45aMIAiRes5TIp55qtorD-,00D58000000KUZ109,00558000000oE5a,112.7291667,70,,sample310,sample310,S,90.18333333,Account,D,X,00O30000008F7KJ,62,0,2,68,,4458,56,0,2016-09-20T06:26:01.000Z,005B0000002F9oXIAS,98.11.196.107,,00O30000008F7KJEA0
Report,20170909074659,45eKRVmDex1DEr90xqrgN-,00D58000000KUZ109,00558000000oE5a,533.75,427,,sample311,sample311,,126.9044,Opportunity,D,W,00O30000007czy8,430,0,4,68,,23990,341.6,0,2016-09-09T12:33:49.000Z,005B0000002F9o8IAC,48.158.65.136,,00O30000007czy8EAA
Report,20170906063555,45dDLNeYke3JKg52pnmvM-,00D58000000KUZ110,00558000000oE5a,203.915,102,,sample312,sample312,R,163.132,Account,D,W,00O30000008F1L6,466,0,6,118,,23604,81.6,0,2016-09-15T06:58:42.000Z,005B0000002F9o1IAC,241.86.244.138,,00O30000008F1L6EAK
Report,20170921173387,45qCZAoFsq2XSx23gnfpT-,00D58000000KUZ110,00558000000oE5a,350.126,178,,sample313,sample313,,280.1008,Account,D,X,00O30000007d26i,99,0,5,69,,22182,142.4,0,2016-09-22T09:54:50.000Z,005B0000002F9rOIAS,43.10.59.246,,00O30000007d26iEAA
Report,20170909074660,45rXJWqRir0YOc65tpdkB-,00D58000000KUZ110,00558000000oE5a,543.459,294,,sample314,sample314,S,434.7672,Opportunity,D,W,00O30000007d3Kv,33,0,10,69,,20275,235.2,0,2016-09-19T02:05:32.000Z,005B0000002F9pXIAS,202.217.102.229,,00O30000007d3KvEAI
Report,20170909074659,45oTIMmCzq0MVp45fljtX-,00D58000000KUZ111,00558000000oE5a,407.1895833,241,,sample315,sample315,S,325.7516667,Account,S,X,00O30000007d4AN,411,0,2,119,,19676,192.8,0,2016-09-19T18:18:04.000Z,005B0000002F9oAIAS,113.155.207.220,,00O30000007d4ANEAY
Report,20170906063555,45nZLUvKod1FOm05tfmqA-,00D58000000KUZ111,00558000000oE5a,282.0226667,172,,sample316,sample316,F,225.6181333,Account,D,X,00O30000007d4gE,322,0,6,70,,1427,137.6,0,2016-09-16T20:57:33.000Z,005B0000002F9o6IAC,34.164.70.164,,00O30000007d4gEEAQ
Report,20170921173387,45eXVCbSvt4TFx96myotN-,00D58000000KUZ111,00558000000oE5a,568.75,455,,sample317,sample317,R,43.28566667,Opportunity,H,X,00O30000007d3fP,215,0,14,70,,22051,364,0,2016-09-26T20:46:04.000Z,005B0000002F9oEIAS,221.172.68.31,,00O30000007d3fPEAQ
Report,20170909074660,45sDYVvPda2NKl72fiotM-,00D58000000KUZ112,00558000000oE5a,525.5488333,286,,sample318,sample318,F,420.4390667,Account,D,W,00O30000008EwfV,256,0,5,120,,8065,228.8,0,2016-09-26T08:02:42.000Z,005B0000002F9oFIAS,23.25.51.19,,00O30000008EwfVEAS
Report,20170906063556,45rKJRuPhd0ZHz12ofwxN-,00D58000000KUZ112,00558000000oE5a,497.5,398,,sample319,sample319,S,213.9913333,Account,D,X,00O30000008Ewu6,368,0,18,71,,19113,318.4,0,2016-09-16T10:36:45.000Z,005B0000002F9pLIAS,66.43.188.86,,00O30000008Ewu6EAC
Report,20170921173388,45nZVEzOtx5AZw79ckabO-,00D58000000KUZ112,00558000000oE5a,476.23225,299,,sample320,sample320,F,380.9858,Opportunity,S,X,00O30000007d2jz,193,0,19,71,,13678,239.2,0,2016-09-13T12:36:25.000Z,005B0000002F9pLIAS,189.140.66.3,,00O30000007d2jzEAA
Report,20170909074661,45aDESuLrm3QRi42fshzA-,00D58000000KUZ113,00558000000oE5a,58.75,47,,sample321,sample321,F,42.85773333,Account,H,W,00O30000007d3d4,63,0,14,121,,10049,37.6,0,2016-09-07T22:24:22.000Z,005B0000002B0DzIAK,39.105.208.2,,00O30000007d3d4EAA
Report,20170909074660,45fVZHrAik3CKc75ancxW-,00D58000000KUZ113,00558000000oE5a,620,496,,sample322,sample322,F,332.2869333,Account,D,W,00O30000007d4s0,422,0,14,72,,5175,396.8,0,2016-09-15T07:41:07.000Z,005B0000002F9o1IAC,43.10.59.246,,00O30000007d4s0EAA
Report,20170906063556,45zZBMmTvh1HXn76qrpgQ-,00D58000000KUZ113,00558000000oE5a,448.75,359,,sample323,sample323,R,123.855,Opportunity,H,W,00O30000007d4kf,480,0,16,67,,3991,287.2,0,2016-09-12T13:25:48.000Z,005B0000002F9rBIAS,174.84.112.226,,00O30000007d4kfEAA
Report,20170921173388,45lDHMgXyd8XKo61pijyX-,00D58000000KUZ114,00558000000oE5a,23.75,19,,sample324,sample324,S,5.055266667,Account,D,W,00O30000007d5nB,259,0,5,67,,3507,15.2,0,2016-09-30T10:45:30.000Z,005B0000002F9o9IAC,39.105.208.2,,00O30000007d5nBEAQ
Report,20170909074661,45kSLJlWri2QYo87yxcrK-,00D58000000KUZ114,00558000000oE5a,452.5,362,,sample325,sample325,,84.6356,Account,S,W,00O30000008ExRt,53,0,20,117,,22781,289.6,0,2016-09-21T01:46:03.000Z,005B0000002F9o6IAC,66.43.188.86,,00O30000008ExRtEAK
Report,20170906063557,45kDPUkKsh4FTn11xkfcT-,00D58000000KUZ114,00558000000oE5a,453.7215833,239,,sample326,sample326,F,362.9772667,Opportunity,S,W,00O30000007d64v,476,0,5,68,,10102,191.2,0,2016-09-23T06:54:58.000Z,005B0000002F9rNIAS,244.204.43.69,,00O30000007d64vEAA
Report,20170921173389,45oQUFxQls1VDq57zgadJ-,00D58000000KUZ115,00558000000oE5a,586.25,469,,sample327,sample327,F,315.8558667,Account,D,W,00O30000008EwuV,234,0,6,68,,21647,375.2,0,2016-09-29T17:42:15.000Z,005B0000002F9o9IAC,86.222.112.152,,00O30000008EwuVEAS
Report,20170909074662,45mFGMjHej7AQw55nfyuP-,00D58000000KUZ115,00558000000oE5a,829.8016667,460,,sample328,sample328,F,663.8413333,Account,S,W,00O30000008F4DA,67,0,5,118,,17105,368,0,2016-09-12T11:22:35.000Z,005B0000002F9o1IAC,239.197.71.241,,00O30000008F4DAEA0
Report,20170909074661,45lHSPwSnw7QCr35ilujF-,00D58000000KUZ115,00558000000oE5a,621.4816667,436,,sample329,sample329,,497.1853333,Opportunity,S,X,00O30000008Ewpp,18,0,4,69,,17719,348.8,0,2016-09-19T07:25:34.000Z,005B0000002F9pNIAS,14.26.184.106,,00O30000008EwppEAC
Report,20170906063557,45kLUOoUec8AQj24kvrbZ-,00D58000000KUZ116,00558000000oE5a,143.2285833,97,,sample330,sample330,,114.5828667,Account,H,X,00O30000007cxAV,122,0,3,69,,6520,77.6,0,2016-09-14T05:41:30.000Z,005B0000002F9pNIAS,215.92.91.238,,00O30000007cxAVEAY
Report,20170921173389,45cOYGyQih0WYe08qnftZ-,00D58000000KUZ116,00558000000oE5a,298.75,239,,sample331,sample331,S,103.8853333,Account,S,W,00O30000008EzpE,140,0,13,119,,18968,191.2,0,2016-09-06T17:49:56.000Z,005B0000002F9o4IAC,245.233.147.221,,00O30000008EzpEEAS
Report,20170909074662,45mJXCcUfz2IUg53tqhkT-,00D58000000KUZ116,00558000000oE5a,98.00133333,62,,sample332,sample332,R,78.40106667,Opportunity,D,X,00O30000007cwBh,310,0,9,70,,19237,49.6,0,2016-09-12T22:37:53.000Z,005B0000002F9o7IAC,34.164.70.164,,00O30000007cwBhEAI
Report,20170906063558,45lSCRmJky4PZf10vgxeL-,00D58000000KUZ117,00558000000oE5a,234.0501667,146,,sample333,sample333,R,187.2401333,Account,D,X,00O30000008F2NI,310,0,11,70,,1402,116.8,0,2016-09-15T04:59:16.000Z,005B0000002F9pxIAC,83.230.35.57,,00O30000008F2NIEA0
Report,20170921173390,45qHPDxOat9WEq04sxpkQ-,00D58000000KUZ117,00558000000oE5a,380,304,,sample334,sample334,S,28.41386667,Account,D,X,00O30000008OFjO,151,0,5,120,,2448,243.2,0,2016-09-29T21:03:48.000Z,005B0000002F9pJIAS,181.180.1.58,,00O30000008OFjOEAW
Report,20170909074663,45aPLWzBik7BZc45opfsH-,00D58000000KUZ117,00558000000oE5a,320,256,,sample335,sample335,R,41.7792,Opportunity,H,W,00O30000008Ns48,382,0,16,71,,20051,204.8,0,2016-09-27T00:04:22.000Z,005B0000002F9pLIAS,245.233.147.221,,00O30000008Ns48EAC
Report,20170909074662,45sZSMzQye8TNk38ihgqE-,00D58000000KUZ118,00558000000oE5a,830.4455833,497,,sample336,sample336,S,664.3564667,Account,S,X,00O30000008Ns8K,169,0,7,71,,18535,397.6,0,2016-09-28T14:46:11.000Z,005B0000002F9pXIAS,156.79.114.225,,00O30000008Ns8KEAS
Report,20170906063558,45oFVLnIvj4RIl48greuP-,00D58000000KUZ118,00558000000oE5a,94.21958333,61,,sample337,sample337,R,75.37566667,Account,D,X,00O30000008Nrpw,113,0,4,121,,2890,48.8,0,2016-09-06T01:08:06.000Z,005B0000002F9o2IAC,245.57.23.167,,00O30000008NrpwEAC
Report,20170921173390,45uYVUpKtz3PAj34crplK-,00D58000000KUZ118,00558000000oE5a,82.5,66,,sample338,sample338,S,12.716,Opportunity,S,X,00O30000008NtIV,291,0,17,72,,780,52.8,0,2016-09-19T05:19:58.000Z,005B0000002F9pJIAS,34.164.70.164,,00O30000008NtIVEA0
Report,20170909074663,45iLHGjYfx2FXu77rjxaU-,00D58000000KUZ119,00558000000oE5a,185,148,,sample339,sample339,R,7.696,Account,H,X,00O30000008O6ty,228,0,12,72,,13788,118.4,0,2016-09-05T16:09:20.000Z,005B0000002F9nzIAC,39.124.13.13,,00O30000008O6tyEAC
Report,20170906063559,45mPKNpBrm5ZBm93znqoO-,00D58000000KUZ119,00558000000oE5a,317.5,254,,sample340,sample340,F,233.4768,Account,S,X,00O30000008Nwte,185,0,17,122,,8914,203.2,0,2016-09-13T08:21:07.000Z,005B0000002F9pYIAS,89.158.45.195,,00O30000008NwteEAC
Report,20170921173391,45eFQKeEib0YBt58zuciV-,00D58000000KUZ119,00558000000oE5a,22.5,18,,sample341,sample341,,10.6968,Opportunity,H,W,00O30000008NsqC,139,0,12,73,,19559,14.4,0,2016-09-16T20:17:14.000Z,005B0000002F9pLIAS,26.55.149.100,,00O30000008NsqCEAS
Report,20170909074664,45qEUMuYfg3CYy20mljeW-,00D58000000KUZ120,00558000000oE5a,606.329,372,,sample342,sample342,R,485.0632,Account,S,W,00O30000008Ns6O,155,0,13,68,,24635,297.6,0,2016-09-05T15:13:03.000Z,005B0000002F9oEIAS,195.54.111.90,,00O30000008Ns6OEAS
Report,20170909074663,45nTXSrArl2BXq74koilE-,00D58000000KUZ120,00558000000oE5a,923.8125,450,,sample343,sample343,S,739.05,Account,S,W,00O30000008Ns6d,284,0,5,68,,4710,360,0,2016-09-09T17:48:56.000Z,005B0000002F9q6IAC,82.237.173.198,,00O30000008Ns6dEAC
Report,20170906063559,45jZNCrNmf6OGq69esbmV-,00D58000000KUZ120,00558000000oE5a,310,248,,sample344,sample344,R,77.872,Opportunity,D,X,00O30000008O4xU,204,0,19,118,,2185,198.4,0,2016-09-23T20:52:24.000Z,005B0000002F9o9IAC,202.217.102.229,,00O30000008O4xUEAS
Report,20170921173391,45bBLDpStv2OHr09nqtoW-,00D58000000KUZ121,00558000000oE5a,16.25,13,,sample345,sample345,F,1.893666667,Account,S,W,00O30000008Ns5f,451,0,16,69,,12026,10.4,0,2016-09-16T17:10:19.000Z,005B0000002F9nyIAC,254.140.202.60,,00O30000008Ns5fEAC
Report,20170909074664,45sCQMaYjl4PUs72bhoeS-,00D58000000KUZ121,00558000000oE5a,192.5,154,,sample346,sample346,R,123.4669333,Account,D,X,00O30000008JtON,98,0,17,69,,7664,123.2,0,2016-09-19T13:40:40.000Z,005B0000002F9oAIAS,166.57.161.216,,00O30000008JtONEA0
Report,20170906063560,45tLKZxRmn4UCe98nmfxO-,00D58000000KUZ121,00558000000oE5a,246.25,197,,sample347,sample347,F,100.6538667,Opportunity,H,W,00O30000008JsRk,376,0,14,119,,17841,157.6,0,2016-09-21T16:21:33.000Z,005B0000002F9oEIAS,174.212.125.48,,00O30000008JsRkEAK
Report,20170921173392,45qENFzAvk6RIe98trcwK-,00D58000000KUZ122,00558000000oE5a,115.9665,78,,sample348,sample348,,92.7732,Account,H,X,00O30000008Jtqv,86,0,20,70,,4337,62.4,0,2016-09-15T13:21:02.000Z,005B0000002F9nyIAC,39.124.13.13,,00O30000008JtqvEAC
Report,20170909074665,45dJNTsVvp9GXh12kqiaX-,00D58000000KUZ122,00558000000oE5a,331.25,265,,sample349,sample349,,76.62033333,Account,H,W,00O30000008JtAf,374,0,12,70,,2550,212,0,2016-09-07T01:24:39.000Z,005B0000002F9pMIAS,113.255.205.116,,00O30000008JtAfEAK
Report,20170909074664,45hWDNyMjm3SUw78hbnwQ-,00D58000000KUZ122,00558000000oE5a,607.5,486,,sample350,sample350,F,82.62,Opportunity,S,W,00O30000008Js8i,123,0,5,120,,19668,388.8,0,2016-09-23T14:00:00.000Z,005B0000002F9pWIAS,39.124.13.13,,00O30000008Js8iEAC
Report,20170906063560,45iKEAyFgb2VEe20khpsO-,00D58000000KUZ123,00558000000oE5a,134.398,82,,sample351,sample351,,107.5184,Account,S,X,00O30000008NsQ9,204,0,9,71,,22237,65.6,0,2016-10-03T20:37:39.000Z,005B0000002F9oEIAS,182.187.43.213,,00O30000008NsQ9EAK
Report,20170921173392,45wIEVvOwy9ORb55esxiD-,00D58000000KUZ123,00558000000oE5a,541.1003333,292,,sample352,sample352,R,432.8802667,Account,H,W,00O30000008JtHq,205,0,13,71,,4223,233.6,0,2016-10-03T20:50:21.000Z,005B0000002F9oZIAS,239.197.71.241,,00O30000008JtHqEAK
Report,20170909074665,45nLWNcLfv8MNc66uvhbN-,00D58000000KUZ123,00558000000oE5a,430,344,,sample353,sample353,F,96.84746667,Opportunity,H,W,00O30000008Ns6T,105,0,14,121,,24811,275.2,0,2016-09-19T22:09:39.000Z,005B0000002F9oEIAS,51.22.122.210,,00O30000008Ns6TEAS
Report,20170906063561,45nTVKhPds5YUc16xrnzQ-,00D58000000KUZ124,00558000000oE5a,756.7355,366,,sample354,sample354,F,605.3884,Account,H,W,00O30000008NtQy,48,0,6,72,,15831,292.8,0,2016-09-06T06:00:35.000Z,005B0000002F9oQIAS,215.92.91.238,,00O30000008NtQyEAK
Report,20170921173393,45nLBXnDxd4BPg08scqtF-,00D58000000KUZ124,00558000000oE5a,650.39025,493,,sample355,sample355,R,520.3122,Account,S,W,00O30000008O4xy,459,0,13,72,,12219,394.4,0,2016-09-28T22:44:51.000Z,005B0000002F9o4IAC,161.175.38.129,,00O30000008O4xyEAC
Report,20170909074666,45iPZVqEck5VSq56bgwdT-,00D58000000KUZ124,00558000000oE5a,493.75,395,,sample356,sample356,F,321.767,Opportunity,S,W,00O30000008Nrq6,76,0,15,122,,2298,316,0,2016-09-12T13:30:07.000Z,005B0000002F9oXIAS,171.112.254.201,,00O30000008Nrq6EAC
