EVENT_TYPE,TIMESTAMP,REQUEST_ID,ORGANIZATION_ID,USER_ID,RUN_TIME,CPU_TIME,URI,SESSION_KEY,LOGIN_KEY,REQUEST_STATUS,DB_TOTAL_TIME,DB_BLOCKS,DB_CPU_TIME,REFERRER_URI,TIMESTAMP_DERIVED,USER_ID_DERIVED,CLIENT_IP,URI_ID_DERIVED
URI,20170814122912,45fOSHmHen5JHk74ykcoU-,00DB0000000HbMZ,005B0000002F9nzIAC,256.355,177,/005,sample74,sample74,F,205.084,17380,141.6,,2017-08-14T12:29:12.000Z,005B0000002F9nz,197.101.202.108,/0033600000FfCxq/e
URI,20170815081007,45uHWPsLop1FLn12lovgF-,00DB0000000HbMZ,005B0000002F9o3IAC,784.2211667,407,/00536000002sx5h,sample,sample,S,627.3769333,23122,325.6,,2017-08-15T08:10:07.000Z,005B0000002F9o3,254.126.107.3,/0033600000FfCyi
URI,20170805211912,45zXSPqRbr9FMq28cvifP-,00DB0000000HbMZ,005B0000002F9o6IAC,707.8306667,362,/00O,sample74,sample74,R,566.2645333,23464,289.6,,2017-08-05T21:19:12.000Z,005B0000002F9o6,43.10.59.246,/0033600000FfCyi/e
URI,20170822112609,45oDSUnUhf5VYl09znwyR-,00DB0000000HbMZ,005B0000002F9pXIAS,122.41875,75,/00O36000005FfKZ,sample75,sample75,R,97.935,19587,60,,2017-08-22T11:26:09.000Z,005B0000002F9pX,83.230.35.57,/005
URI,20170808125223,45wNLTdTkd9OSm34xzckJ-,00DB0000000HbMZ,005B0000002F9o9IAC,186.25,149,/00O36000005FfKe,sample,sample,F,79.4766,8001,119.2,,2017-08-08T12:52:23.000Z,005B0000002F9o9,39.105.208.2,/00536000002sx5h
URI,20170829045948,45zCWQkTpi3SZm53nfejH-,00DB0000000HbMZ,005B0000002F9oEIAS,426.8745,234,/00O36000005FfL3,sample75,sample75,S,341.4996,21891,187.2,,2017-08-29T04:59:48.000Z,005B0000002F9oE,39.124.13.13,/00O
URI,20170828083006,45vBGAoGfu4GNa28aknzS-,00DB0000000HbMZ,005B0000002F9rNIAS,288.75,231,/070,sample76,sample76,R,68.6532,4458,184.8,,2017-08-28T08:30:06.000Z,005B0000002F9rN,174.84.112.226,/00O36000005FfKZ
URI,20170821170451,45tAVYeFzt0FHm22cpitF-,00DB0000000HbMZ,005B0000002F9pXIAS,220,176,/07036000000MzC2,sample,sample,R,17.6352,1503,140.8,,2017-08-21T17:04:51.000Z,005B0000002F9pX,48.158.65.136,/00O36000005FfKe
URI,20170807094240,45aWMJqKjy3WBu17azkwI-,00DB0000000HbMZ,005B0000002F9o0IAC,289.4745,171,/_ui/analytics/crt/setup/CrtWizard,sample76,sample76,F,231.5796,20314,136.8,,2017-08-07T09:42:40.000Z,005B0000002F9o0,73.125.239.247,/00O36000005FfL3
URI,20170829160803,45fNABjVdp2KCq81rybhP-,00DB0000000HbMZ,005B0000002F9o2IAC,530,424,/_ui/analytics/crt/setup/CustomReportTypeSplashUi,sample77,sample77,R,358.7605333,12692,339.2,,2017-08-29T16:08:03.000Z,005B0000002F9o2,34.3.159.189,/070
URI,20170829060612,45gCFPbTzl5XPu50mcauU-,00DB0000000HbMZ,005B0000002F9rBIAS,432.5,346,/_ui/common/data/LookupPage,sample,sample,F,266.8121333,11567,276.8,,2017-08-29T06:06:12.000Z,005B0000002F9rB,77.61.187.26,/07036000000MzC2
URI,20170812171250,45hDUXqKwm4EXi25uyezJ-,00DB0000000HbMZ,005B0000002F9pfIAC,714.116,372,/_ui/common/data/LookupResultsFrame,sample77,sample77,R,571.2928,23036,297.6,,2017-08-12T17:12:50.000Z,005B0000002F9pf,82.47.66.40,/_ui/analytics/crt/setup/CrtWizard
URI,20161003020610,45oVZItEun8LBy33oxvdK-,00DB0000000HbMZ,005B0000002F9o9IAC,28.75,23,/_ui/common/data/LookupSearchFrame,sample78,sample78,F,20.04373333,13072,18.4,,2016-10-03T02:06:10.000Z,005B0000002F9o9,39.105.208.2,/_ui/analytics/crt/setup/CustomReportTypeSplashUi
URI,20170805080623,45zBDWcSpa9XIb36ambzH-,00DB0000000HbMZ,005B0000002F9pNIAS,443.75,355,/_ui/core/userprofile/UserProfilePage,sample,sample,S,44.89566667,1897,284,,2017-08-05T08:06:23.000Z,005B0000002F9pN,86.222.112.152,/_ui/common/data/LookupPage
URI,20170823074637,45eWNKfLwe1VFf10hbgyD-,00DB0000000HbMZ,005B0000002F9pxIAC,283.75,227,/_ui/perms/ui/profile/ApexClassProfilePermissionEdit/e,sample78,sample78,R,140.9518667,9314,181.6,,2017-08-23T07:46:37.000Z,005B0000002F9px,14.239.255.151,/_ui/common/data/LookupResultsFrame
URI,20170823222159,45eWALhQut0NIi83wgvlY-,00DB0000000HbMZ,005B0000002F9pWIAS,466.6566667,356,/_ui/sales/forecasting/ui/ForecastingTabPage,sample79,sample79,S,373.3253333,15730,284.8,,2017-08-23T22:21:59.000Z,005B0000002F9pW,174.212.125.48,/_ui/common/data/LookupSearchFrame
URI,20170823175626,45wFWIiJyb7VGj18aqgsW-,00DB0000000HbMZ,005B0000002F9oQIAS,211.25,169,/ex/404.jsp,sample,sample,F,22.31926667,1981,135.2,,2017-08-23T17:56:26.000Z,005B0000002F9oQ,23.10.236.110,/_ui/core/userprofile/UserProfilePage
URI,20170809142540,45fOATzGhb4ULl46luqyG-,00DB0000000HbMZ,005B0000002F9o7IAC,258.75,207,/ex/exception.jsp,sample79,sample79,R,27.4758,1991,165.6,,2017-08-09T14:25:40.000Z,005B0000002F9o7,121.198.181.250,/_ui/perms/ui/profile/ApexClassProfilePermissionEdit/e
URI,20170826114214,45lVFBxJxr7FIg49pevbC-,00DB0000000HbMZ,005B0000002F9o3IAC,148.75,119,/home/home.jsp,sample80,sample80,R,91.47926667,11531,95.2,,2017-08-26T11:42:14.000Z,005B0000002F9o3,254.126.107.3,/_ui/sales/forecasting/ui/ForecastingTabPage
URI,20170806193259,45hCMGuHdo2QUv46pqekR-,00DB0000000HbMZ,005B0000002F9pfIAC,386.25,309,/home/showAllTabs.jsp,sample,sample,F,126.0102,6117,247.2,,2017-08-06T19:32:59.000Z,005B0000002F9pf,251.115.43.7,/ex/404.jsp
URI,20170823211001,45sAIExYmd8KZb14xsvpW-,00DB0000000HbMZ,005B0000002F9o8IAC,46.25,37,/maps/SourceBuilder,sample80,sample80,S,6.588466667,2671,29.6,,2017-08-23T21:10:01.000Z,005B0000002F9o8,19.86.62.216,/ex/exception.jsp
URI,20170827093213,45nFKEqBpn7VXn42mydiZ-,00DB0000000HbMZ,005B0000002F9o1IAC,231.25,185,/merge/conmergewizard.jsp,sample81,sample81,R,131.4486667,10658,148,,2017-08-27T09:32:13.000Z,005B0000002F9o1,49.173.36.129,/home/home.jsp
URI,20170806161655,45rACFqYet9VAk83deuoT-,00DB0000000HbMZ,005B0000002F9pWIAS,477.5,382,/p/setup/layout/ApexDebugLogDetailEdit/d,sample,sample,F,45.73813333,1796,305.6,,2017-08-06T16:16:55.000Z,005B0000002F9pW,174.212.125.48,/home/showAllTabs.jsp
URI,20161003063157,45nPJLgFwo8GHz50jqwpQ-,00DB0000000HbMZ,005B0000002F9qUIAS,86.25,69,/secur/contentDoor,sample81,sample81,,12.1946,2651,55.2,,2016-10-03T06:31:57.000Z,005B0000002F9qU,161.175.38.129,/maps/SourceBuilder
URI,20170827222557,45tFQCmDod5IJu63xhurD-,00DB0000000HbMZ,005B0000002F9nzIAC,452.5,362,/secur/frontdoor.jsp,sample82,sample82,S,208.7292,8649,289.6,,2017-08-27T22:25:57.000Z,005B0000002F9nz,156.79.114.225,/merge/conmergewizard.jsp
URI,20170805162431,45rYZBuKtp1OBi03wbnaB-,00DB0000000HbMZ,005B0000002F9pWIAS,335,268,/secur/logout.jsp,sample,sample,S,43.32666667,2425,214.4,,2017-08-05T16:24:31.000Z,005B0000002F9pW,174.212.125.48,/p/setup/layout/ApexDebugLogDetailEdit/d
URI,20170809221558,45tRHPiFof5PNx65cxdpW-,00DB0000000HbMZ,005B0000002F9o9IAC,266.25,213,/ui/list/FilterEditPage,sample82,sample82,S,24.7506,1743,170.4,,2017-08-09T22:15:58.000Z,005B0000002F9o9,39.105.208.2,/secur/contentDoor
URI,20170829163659,45dNLVxHwb2QGd41upzoT-,00DB0000000HbMZ,005B0000002F9o3IAC,770,462,/visualforce/session,sample83,sample83,,616,20000,369.6,,2017-08-29T16:36:59.000Z,005B0000002F9o3,57.24.248.185,/secur/frontdoor.jsp
URI,20170823065933,45eQSLaIuq9MXk35ulwgO-,00DB0000000HbMZ,005B0000002F9oXIAS,615,492,/0013600000NDJPXAA5,sample,sample,R,431.2216,13147,393.6,,2017-08-23T06:59:33.000Z,005B0000002F9oX,64.7.227.142,/secur/logout.jsp
URI,20170806072153,45tEOWtOaz2HQc02qbzkJ-,00DB0000000HbMZ,005B0000002F9o2IAC,599.291,362,/0013600000NDJPYAA5,sample83,sample83,F,479.4328,19866,289.6,,2017-08-06T07:21:53.000Z,005B0000002F9o2,34.3.159.189,/ui/list/FilterEditPage
URI,20170822151634,45sQIBdZom5ZBw67cjgdT-,00DB0000000HbMZ,005B0000002F9oTIAS,433.75,347,/0013600000NDJPZAA5,sample84,sample84,F,146.434,6330,277.6,,2017-08-22T15:16:34.000Z,005B0000002F9oT,74.142.113.238,/visualforce/session
URI,20170815204316,45zFMZnZcy5KDf95lhjpO-,00DB0000000HbMZ,005B0000002F9rNIAS,605,484,/0013600000NDJPaAAP,sample,sample,R,125.5496,3891,387.2,,2017-08-15T20:43:16.000Z,005B0000002F9rN,91.21.87.42,/0013600000NDJPXAA5
URI,20170821113312,45zNHXzVfe0JGu61awydX-,00DB0000000HbMZ,005B0000002F9pNIAS,570,456,/0013600000NDJPbAAP,sample84,sample84,R,12.7984,421,364.8,,2017-08-21T11:33:12.000Z,005B0000002F9pN,244.204.43.69,/0013600000NDJPYAA5
URI,20170828015854,45hEYXvGqg4ARf99msgrP-,00DB0000000HbMZ,005B0000002F9o7IAC,661.2365833,397,/0013600000NDJPcAAP,sample85,sample85,S,528.9892667,19987,317.6,,2017-08-28T01:58:54.000Z,005B0000002F9o7,121.198.181.250,/0013600000NDJPZAA5
URI,20170812132926,45dPURvLay7SAl64ycufR-,00DB0000000HbMZ,005B0000002F9rOIAS,227.5,182,/0013600000NDJPdAAP,sample,sample,F,142.9185333,11779,145.6,,2017-08-12T13:29:26.000Z,005B0000002F9rO,98.11.196.107,/0013600000NDJPaAAP
URI,20170828181325,45mHNMmRym2UFw34fxbvU-,00DB0000000HbMZ,005B0000002F9pBIAS,577.5,462,/0013600000NDJPeAAP,sample85,sample85,R,284.9,9250,369.6,,2017-08-28T18:13:25.000Z,005B0000002F9pB,171.112.254.201,/0013600000NDJPbAAP
URI,20170828130655,45zLVNmWwe0MTp18zpigO-,00DB0000000HbMZ,005B0000002F9o1IAC,345,276,/0013600000NDJPfAAP,sample86,sample86,S,140.024,7610,220.8,,2017-08-28T13:06:55.000Z,005B0000002F9o1,66.43.188.86,/0013600000NDJPcAAP
URI,20170813204535,45vUYZxCmz6FJd72ugzxQ-,00DB0000000HbMZ,005B0000002F9o4IAC,205.8373333,112,/0013600000NDJPgAAP,sample,sample,R,164.6698667,22054,89.6,,2017-08-13T20:45:35.000Z,005B0000002F9o4,114.16.195.165,/0013600000NDJPdAAP
URI,20170806232051,45rSLMkLre1IFf98ezvxO-,00DB0000000HbMZ,005B0000002F9o0IAC,649.06,460,/0013600000NDJPhAAP,sample86,sample86,,519.248,16932,368,,2017-08-06T23:20:51.000Z,005B0000002F9o0,75.19.234.157,/0013600000NDJPeAAP
URI,20170823070943,45fTJIfGyx2DPf42bsaiB-,00DB0000000HbMZ,005B0000002F9o4IAC,496.25,397,/0013600000NDJPiAAP,sample87,sample87,F,158.3500667,5983,317.6,,2017-08-23T07:09:43.000Z,005B0000002F9o4,239.197.71.241,/0013600000NDJPfAAP
URI,20170822120551,45eAPHpVpj7EIa37pfrdB-,00DB0000000HbMZ,005B0000002F9q6IAC,441.25,353,/0013600000ZTBQRAA5,sample,sample,F,206.8109333,8788,282.4,,2017-08-22T12:05:51.000Z,005B0000002F9q6,164.35.221.154,/0013600000NDJPgAAP
URI,20170821035839,45fQVRzYof1YIl87sqjhK-,00DB0000000HbMZ,005B0000002F9o9IAC,161.148,78,/0033600000FfCu9AAF,sample87,sample87,R,128.9184,24792,62.4,,2017-08-21T03:58:39.000Z,005B0000002F9o9,26.55.149.100,/0013600000NDJPhAAP
URI,20170814230434,45qEOPsKjf7OWy30ikzdD-,00DB0000000HbMZ,005B0000002F9nyIAC,610,488,/0033600000FfCuAAAV,sample88,sample88,,281.088,8640,390.4,,2017-08-14T23:04:34.000Z,005B0000002F9ny,254.140.202.60,/0013600000NDJPiAAP
URI,20170814115746,45dAMVvXex9RSw58hsxnY-,00DB0000000HbMZ,005B0000002F9pNIAS,307.5,246,/0033600000FfCuBAAV,sample,sample,R,77.3588,4717,196.8,,2017-08-14T11:57:46.000Z,005B0000002F9pN,244.204.43.69,/0013600000ZTBQRAA5
URI,20170805015913,45eHAGrKgc5VEp73qdnuM-,00DB0000000HbMZ,005B0000002F9pNIAS,193.6654167,95,/0033600000FfCuCAAV,sample88,sample88,F,154.9323333,24463,76,,2017-08-05T01:59:13.000Z,005B0000002F9pN,86.222.112.152,/0033600000FfCu9AAF
URI,20170814141655,45qJQGaWnv7UNl42xkjmW-,00DB0000000HbMZ,005B0000002F9rOIAS,198.75,159,/0033600000FfCuDAAV,sample89,sample89,S,117.0664,11044,127.2,,2017-08-14T14:16:55.000Z,005B0000002F9rO,31.74.30.80,/0033600000FfCuAAAV
URI,20170812064620,45xJXAqShk6KNq75lxavQ-,00DB0000000HbMZ,005B0000002F9oSIAS,171.25,137,/0033600000FfCuEAAV,sample,sample,S,110.696,12120,109.6,,2017-08-12T06:46:20.000Z,005B0000002F9oS,11.103.255.194,/0033600000FfCuBAAV
URI,20170830195452,45yUDOwBlu7NLp71aqhiY-,00DB0000000HbMZ,005B0000002F9rBIAS,92.5,74,/0033600000FfCuFAAV,sample89,sample89,R,72.12533333,14620,59.2,,2017-08-30T19:54:52.000Z,005B0000002F9rB,77.61.187.26,/0033600000FfCuCAAV
URI,20170830042311,45aFDHxVhx2HOt79scktX-,00DB0000000HbMZ,005B0000002F9o0IAC,501.25,401,/0033600000FfCuGAAV,sample90,sample90,F,213.0379333,7969,320.8,,2017-08-30T04:23:11.000Z,005B0000002F9o0,73.125.239.247,/0033600000FfCuDAAV
URI,20170829152135,45dTUJjCtq9JTv77frmlD-,00DB0000000HbMZ,005B0000002F9o4IAC,203.75,163,/0033600000FfCuHAAV,sample,sample,,51.55146667,4744,130.4,,2017-08-29T15:21:35.000Z,005B0000002F9o4,239.197.71.241,/0033600000FfCuEAAV
URI,20170807143054,45bZACiMcs0OVd04qhubT-,00DB0000000HbMZ,005B0000002F9pWIAS,273.75,219,/0033600000FfCuIAAV,sample90,sample90,R,64.7948,4438,175.2,,2017-08-07T14:30:54.000Z,005B0000002F9pW,92.156.23.223,/0033600000FfCuFAAV
URI,20170814155824,45hUBVzLap5OVl49qibgI-,00DB0000000HbMZ,005B0000002F9oAIAS,624.2970833,449,/0033600000FfCuJAAV,sample91,sample91,R,499.4376667,16685,359.2,,2017-08-14T15:58:24.000Z,005B0000002F9oA,241.86.244.138,/0033600000FfCuGAAV
URI,20170813185007,45kXFVuMsu7WDu73nbykJ-,00DB0000000HbMZ,005B0000002F9o3IAC,792.244,424,/0033600000FfCuKAAV,sample,sample,,633.7952,22422,339.2,,2017-08-13T18:50:07.000Z,005B0000002F9o3,57.24.248.185,/0033600000FfCuHAAV
URI,20170827030721,45eXKWiZiz5UKk98ugrpT-,00DB0000000HbMZ,005B0000002F9o4IAC,288.23475,171,/0033600000FfCuLAAV,sample91,sample91,F,230.5878,20227,136.8,,2017-08-27T03:07:21.000Z,005B0000002F9o4,239.197.71.241,/0033600000FfCuIAAV
URI,20170820000921,45iUWAqUua1DXy89axeiI-,00DB0000000HbMZ,005B0000002F9o4IAC,32.5,26,/0033600000FfCuMAAV,sample92,sample92,S,11.2684,6501,20.8,,2017-08-20T00:09:21.000Z,005B0000002F9o4,114.16.195.165,/0033600000FfCuJAAV
URI,20170813142101,45mNTZhAwo4WCt38bpyuS-,00DB0000000HbMZ,005B0000002B0DzIAK,317.5,254,/0033600000FfCuNAAV,sample,sample,,10.32933333,610,203.2,,2017-08-13T14:21:01.000Z,005B0000002B0Dz,184.232.57.227,/0033600000FfCuKAAV
URI,20170807121848,45pYJNoYtg2NMq51txpvW-,00DB0000000HbMZ,005B0000002F9o7IAC,140.2073333,76,/0033600000FfCuOAAV,sample92,sample92,S,112.1658667,22138,60.8,,2017-08-07T12:18:48.000Z,005B0000002F9o7,14.26.184.106,/0033600000FfCuLAAV
URI,20170829211935,45oLQDgNvy9HCo83hlzkA-,00DB0000000HbMZ,005B0000002F9pJIAS,221.25,177,/0033600000FfCuPAAV,sample93,sample93,S,15.8238,1341,141.6,,2017-08-29T21:19:35.000Z,005B0000002F9pJ,215.203.255.119,/0033600000FfCuMAAV
URI,20170828022153,45nUWLnHhc2HBo62snjrH-,00DB0000000HbMZ,005B0000002F9q6IAC,22.54175,11,/0033600000FfCuQAAV,sample,sample,F,18.0334,24591,8.8,,2017-08-28T02:21:53.000Z,005B0000002F9q6,164.35.221.154,/0033600000FfCuNAAV
URI,20170807102905,45jCMAtDrn1XRt73gowzE-,00DB0000000HbMZ,005B0000002F9nyIAC,388.75,311,/0033600000FfCuRAAV,sample93,sample93,S,52.78706667,2546,248.8,,2017-08-07T10:29:05.000Z,005B0000002F9ny,195.54.111.90,/0033600000FfCuOAAV
URI,20170816100156,45pCZMaNrt7WMk82pedtG-,00DB0000000HbMZ,005B0000002F9obIAC,151.25,121,/0033600000FfCuSAAV,sample94,sample94,R,49.52933333,6140,96.8,,2017-08-16T10:01:56.000Z,005B0000002F9ob,190.148.80.54,/0033600000FfCuPAAV
URI,20170821105603,45cBHWrAuy7OEs72miyoE-,00DB0000000HbMZ,005B0000002F9o2IAC,506.25,405,/0033600000FfCuTAAV,sample,sample,,107.298,3974,324,,2017-08-21T10:56:03.000Z,005B0000002F9o2,181.180.1.58,/0033600000FfCuQAAV
URI,20170814121758,45qJFNiVem3OAm64owrbY-,00DB0000000HbMZ,005B0000002F9o9IAC,147.5,118,/0033600000FfCuUAAV,sample94,sample94,R,20.44546667,2599,94.4,,2017-08-14T12:17:58.000Z,005B0000002F9o9,26.55.149.100,/0033600000FfCuRAAV
URI,20170813105749,45hOYIbRmh3ROp25wvlyR-,00DB0000000HbMZ,005B0000002F9pfIAC,260.74125,165,/0033600000FfCuVAAV,sample95,sample95,S,208.593,18963,132,,2017-08-13T10:57:49.000Z,005B0000002F9pf,251.115.43.7,/0033600000FfCuSAAV
URI,20170815144724,45nAXObVvs9NFa77zufoK-,00DB0000000HbMZ,005B0000002F9o3IAC,415.5228333,254,/0033600000FfCuWAAV,sample,sample,R,332.4182667,19631,203.2,,2017-08-15T14:47:24.000Z,005B0000002F9o3,57.24.248.185,/0033600000FfCuTAAV
URI,20170815162129,45kRQVcTlv6CDn74yzsxY-,00DB0000000HbMZ,005B0000002F9pYIAS,335.4098333,194,/0033600000FfCuXAAV,sample95,sample95,S,268.3278667,20747,155.2,,2017-08-15T16:21:29.000Z,005B0000002F9pY,245.57.23.167,/0033600000FfCuUAAV
URI,20170830142631,45dSETqNub0CXr44kglvU-,00DB0000000HbMZ,005B0000002F9pXIAS,448.75,359,/0033600000FfCuYAAV,sample96,sample96,F,344.0656,14376,287.2,,2017-08-30T14:26:31.000Z,005B0000002F9pX,83.230.35.57,/0033600000FfCuVAAV
URI,20170826125012,45yNPDgGuq6KGg57rdgnJ-,00DB0000000HbMZ,005B0000002F9pMIAS,325,260,/0033600000FfCuZAAV,sample,sample,R,151.6493333,8749,208,,2017-08-26T12:50:12.000Z,005B0000002F9pM,232.254.139.63,/0033600000FfCuWAAV
URI,20170807055241,45cNEBmEtb0IAx12pzmxK-,00DB0000000HbMZ,005B0000002F9rBIAS,493.75,395,/0033600000FfCuaAAF,sample96,sample96,R,131.3506667,4988,316,,2017-08-07T05:52:41.000Z,005B0000002F9rB,189.140.66.3,/0033600000FfCuXAAV
URI,20170815201439,45wKIRaFli9TYw96dhkeJ-,00DB0000000HbMZ,005B0000002F9rNIAS,344.0641667,254,/0033600000FfCubAAF,sample97,sample97,R,275.2513333,16255,203.2,,2017-08-15T20:14:39.000Z,005B0000002F9rN,91.21.87.42,/0033600000FfCuYAAV
URI,20170830012847,45xCOFnHts0JGd76yagmA-,00DB0000000HbMZ,005B0000002F9pWIAS,525,420,/0033600000FfCucAAF,sample,sample,R,87.696,3132,336,,2017-08-30T01:28:47.000Z,005B0000002F9pW,174.212.125.48,/0033600000FfCuZAAV
URI,20170815103644,45zEBOeDfo9KJy74zibmR-,00DB0000000HbMZ,005B0000002F9o2IAC,305,244,/0033600000FfCudAAF,sample97,sample97,S,1.577866667,97,195.2,,2017-08-15T10:36:44.000Z,005B0000002F9o2,34.3.159.189,/0033600000FfCuaAAF
URI,20170816104354,45eHEBwWxc0HXv62cfqkK-,00DB0000000HbMZ,005B0000002F9o8IAC,912.1853333,464,/0033600000FfCueAAF,sample98,sample98,R,729.7482667,23591,371.2,,2017-08-16T10:43:54.000Z,005B0000002F9o8,89.83.31.40,/0033600000FfCubAAF
URI,20170816012251,45fNGCcMoz6FEm85wkcmX-,00DB0000000HbMZ,005B0000002F9oEIAS,36.14625,21,/0033600000FfCufAAF,sample,sample,R,28.917,20655,16.8,,2017-08-16T01:22:51.000Z,005B0000002F9oE,202.217.102.229,/0033600000FfCucAAF
URI,20170807155740,45sDOMvUdu6GXu90nmvaO-,00DB0000000HbMZ,005B0000002F9oXIAS,144.9525,110,/0033600000FfCugAAF,sample98,sample98,F,115.962,15813,88,,2017-08-07T15:57:40.000Z,005B0000002F9oX,64.7.227.142,/0033600000FfCudAAF
URI,20170821102610,45cCAZqXtl4RGe64undiZ-,00DB0000000HbMZ,005B0000002F9oSIAS,30,24,/0033600000FfCuhAAF,sample99,sample99,R,0.176,110,19.2,,2017-08-21T10:26:10.000Z,005B0000002F9oS,122.112.202.154,/0033600000FfCueAAF
URI,20170819151945,45hIWOgUge4RUk76somgZ-,00DB0000000HbMZ,005B0000002F9o7IAC,747.075,450,/0033600000FfCuiAAF,sample,sample,F,597.66,19922,360,,2017-08-19T15:19:45.000Z,005B0000002F9o7,14.26.184.106,/0033600000FfCufAAF
URI,20170812151632,45wCDPcOmn5XUo40qdarF-,00DB0000000HbMZ,005B0000002F9oTIAS,481.25,385,/0033600000FfCujAAF,sample99,sample99,F,2.079,81,308,,2017-08-12T15:16:32.000Z,005B0000002F9oT,74.142.113.238,/0033600000FfCugAAF
URI,20170826200624,45jGJBfSli5FVq54aejnB-,00DB0000000HbMZ,005B0000002F9o4IAC,106.25,85,/0033600000FfCukAAF,sample100,sample100,F,26.48033333,4673,68,,2017-08-26T20:06:24.000Z,005B0000002F9o4,239.197.71.241,/0033600000FfCuhAAF
URI,20170830095444,45uHWCkUzo6KDt90calgX-,00DB0000000HbMZ,005B0000002F9oXIAS,227.5,182,/0033600000FfCulAAF,sample,sample,F,73.26106667,6038,145.6,,2017-08-30T09:54:44.000Z,005B0000002F9oX,64.7.227.142,/0033600000FfCuiAAF
URI,20170813235358,45rBTWiAvq1CZw36rbcqA-,00DB0000000HbMZ,005B0000002F9pXIAS,135,108,/0033600000FfCumAAF,sample100,sample100,,81.2664,11287,86.4,,2017-08-13T23:53:58.000Z,005B0000002F9pX,48.158.65.136,/0033600000FfCujAAF
URI,20170822151434,45mPALiSle8RZp03nvjlN-,00DB0000000HbMZ,005B0000002F9o8IAC,476.861,242,/0033600000FfCunAAF,sample101,sample101,F,381.4888,23646,193.6,,2017-08-22T15:14:34.000Z,005B0000002F9o8,89.83.31.40,/0033600000FfCukAAF
URI,20170814154135,45sPBTnQrq0LTt52jpncN-,00DB0000000HbMZ,005B0000002F9o7IAC,172.5,138,/0033600000FfCuoAAF,sample,sample,R,12.5028,1359,110.4,,2017-08-14T15:41:35.000Z,005B0000002F9o7,14.26.184.106,/0033600000FfCulAAF
URI,20170822191050,45jZEPwNlg2QEg31arudU-,00DB0000000HbMZ,005B0000002F9nzIAC,173.91,136,/0033600000FfCupAAF,sample101,sample101,F,139.128,15345,108.8,,2017-08-22T19:10:50.000Z,005B0000002F9nz,156.79.114.225,/0033600000FfCumAAF
URI,20170828134713,45cAHVjMtg3IRc66ewfvQ-,00DB0000000HbMZ,005B0000002F9o7IAC,620.919,351,/0033600000FfCuqAAF,sample102,sample102,R,496.7352,21228,280.8,,2017-08-28T13:47:13.000Z,005B0000002F9o7,121.198.181.250,/0033600000FfCunAAF
URI,20170807095137,45vWVMuXxv3RXw93qpasQ-,00DB0000000HbMZ,005B0000002F9oZIAS,426.25,341,/0033600000FfCurAAF,sample,sample,F,190.619,8385,272.8,,2017-08-07T09:51:37.000Z,005B0000002F9oZ,110.40.15.18,/0033600000FfCuoAAF
URI,20170809085102,45kPCUjMsc0LIc36yanlX-,00DB0000000HbMZ,005B0000002B0DzIAK,446.25,357,/0033600000FfCusAAF,sample102,sample102,R,167.8138,7051,285.6,,2017-08-09T08:51:02.000Z,005B0000002B0Dz,23.25.51.19,/0033600000FfCupAAF
URI,20170814082909,45wLPSlXwm1KTk31cyefH-,00DB0000000HbMZ,005B0000002F9o2IAC,37.09125,27,/0033600000FfCutAAF,sample103,sample103,F,29.673,16485,21.6,,2017-08-14T08:29:09.000Z,005B0000002F9o2,181.180.1.58,/0033600000FfCuqAAF
URI,20170806043825,45aLQJzPha1WUt38xhwuZ-,00DB0000000HbMZ,005B0000002F9oSIAS,487.11375,283,/0033600000FfCuuAAF,sample,sample,R,389.691,20655,226.4,,2017-08-06T04:38:25.000Z,005B0000002F9oS,11.103.255.194,/0033600000FfCurAAF
URI,20170814144654,45eWPOkQbk5NJh27armzX-,00DB0000000HbMZ,005B0000002F9pNIAS,350,280,/0033600000FfCuvAAF,sample103,sample103,F,81.94666667,4390,224,,2017-08-14T14:46:54.000Z,005B0000002F9pN,244.204.43.69,/0033600000FfCusAAF
URI,20170820003514,45bHPQcCzg8YUj88wzceZ-,00DB0000000HbMZ,005B0000002F9o2IAC,40.102,24,/0033600000FfCuwAAF,sample104,sample104,F,32.0816,20051,19.2,,2017-08-20T00:35:14.000Z,005B0000002F9o2,34.3.159.189,/0033600000FfCutAAF
URI,20170828214113,45bISVzQqz9QZj04swezS-,00DB0000000HbMZ,005B0000002F9o0IAC,451.25,361,/0033600000FfCuxAAF,sample,sample,R,33.16386667,1378,288.8,,2017-08-28T21:41:13.000Z,005B0000002F9o0,73.125.239.247,/0033600000FfCuuAAF
URI,20170807081001,45uLMEfTks0VQe76hrpdT-,00DB0000000HbMZ,005B0000002F9p8IAC,532.3558333,347,/0033600000FfCuyAAF,sample104,sample104,S,425.8846667,18410,277.6,,2017-08-07T08:10:01.000Z,005B0000002F9p8,58.40.38.8,/0033600000FfCuvAAF
URI,20170816081015,45dYGUfYhd1UHd89dngbQ-,00DB0000000HbMZ,005B0000002F9pfIAC,270,216,/0033600000FfCuzAAF,sample105,sample105,R,66.2976,4604,172.8,,2017-08-16T08:10:15.000Z,005B0000002F9pf,82.47.66.40,/0033600000FfCuwAAF
URI,20161003025421,45pNBPwOrg8GFq25rbimK-,00DB0000000HbMZ,005B0000002F9qUIAS,205,164,/0033600000FfCv0AAF,sample,sample,S,54.06533333,4945,131.2,,2016-10-03T02:54:21.000Z,005B0000002F9qU,146.186.191.219,/0033600000FfCuxAAF
